Created-At,From-User,From-User-Id,Id,Language,Retweet-Count,Source,Text,_id
1631483006000,Manuel (Crack) Cruz,1276391778816593920,1437170012494700546,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Listas las alineaciones del primer partido del domingo.
Pumas y Chivas protagonisan hoy el ""Derby de Canteras"" en donde ambos buscarán ganar; por su parte ""Los del Pedregal"" buscan salir de las posiciones bajas de la tabla y el ""Rebaño Sagrado"" salvar a su DT.
#Apertura2021 https://t.co/AYcb9aOYy8",613e79a2ce63935b7d6526bd
1631464616000,Luis Felipe,57985864,1437092877654446085,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@rodymarr Seguro esa cámara y estrategia estarán listas para el jueves!,613e79a2ce63935b7d6526be
1631461691000,Club Puebla Femenil 🎽,1000124090164940800,1437080610749796358,es,6,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","¡EL EQUIPO DE LOS 🎀 IS IN DA HAAAAUS!🏡

Llegamos listas, listísimas, súper archilistísimas!🔝 Si las 🐔 ponen 🥚, nosotras pondremos MÁS que eso😎🔥

#LaFranjaQueNosUne🎽 https://t.co/Uua288UI58",613e79a2ce63935b7d6526bf
1631451792000,Acarreada Digital- Foca Aplaudidora,2352164304,1437039088549367814,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BeckerPelos @MSEQUEYRO En donde está tu perfil hay tres puntitos, a la derecha. Allí dice Listas. Checa en ellas porque luego hay fachos que nos colocan en sus listas ""negras"" sin que te des cuenta.",613e79a2ce63935b7d6526c0
1631483713000,Renato Francisco Montezano,1106693870090358784,1437172976814809096,pt,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tabataamaralsp Tipo assim.o eleitor conservador até aceita perder poder aquisitivo ..mas quer liberdade para falar de seus valores e de liberdade. O erro de todos os candidatos...precoces, aliás...ninguém defender a Liberdade e dizer que setores conservadores são calados. Do Bolsonaro fala. Abs",613e79a2ce63935b7d6526c1
1631480309000,Alex Alba...,64407636,1437158696853856259,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A dos candidatos a la presidencia que se enfrentarán en 2024 si no hacen candidato a la cdmx a Monreal https://t.co/8FANcvbW8H,613e79a2ce63935b7d6526c2
1631478780000,Nitecreo 🎾,203359932,1437152283838582786,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","¿En qué, son los mismos candidatos? https://t.co/eTs9vljJyF",613e79a2ce63935b7d6526c3
1631475765000,Rogerio SANTISTA,785882894,1437139640243277825,pt,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Excelente mesmo! Pra mim @BuffaloBills é um dos sérios candidatos a SB esse ano! Problema deles é o @Chiefs https://t.co/fsbSWstKzR,613e79a2ce63935b7d6526c4
1631484024000,Jorgeport,1011715083519627265,1437174281843138561,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Chinita_Lohan @romeoauerbach @AlexiaRivasG1 @RebecaSantosNI @chamaguaJR Exacto el pasaporte es suficiente para ejercer el sufragio, tal como lo hacen otros países, para que el voto sea mas expedito y fácil en el exterior, ya que muchos no cuentan con DUI; pero esta en manos de nuestros diputados.",613e79a2ce63935b7d6526c5
1631479406000,Chapis-Recargada,465165042,1437154910269853701,es,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","En el gobierno de @lopezobrador_ y su compinche @HLGatell te tienes q amparar para vacunar a Menores d 18 mientras q a Nicaragua le mandan 400,000 Vacunas 
Esta es la 4T
#SerCandilesDeCalle?
Los obligaremos a punta d amparos? 
@senadomexicano 
@Mx_Diputados 
Están de adorno ? https://t.co/yu9zFBS8wU",613e79a2ce63935b7d6526c6
1631478021000,ManuelMurga🖤Socialismo o Libertad Soy Provida 💙,4394766320,1437149103641841673,es,5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Asi en el congresos de diputados ya!! https://t.co/ojKfFEeS7Y,613e79a2ce63935b7d6526c7
1631476813000,Diego R. Zepeda,614462029,1437144035907411971,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Olviden ustedes a Gatell, ese es solo el títere, el Nerón de Macuspana es quien ordena, no veo a los Diputados iniciando un proceso de juicio político; no importa que termine en tres años el dictamen, pero que se vea la reciprocidad hacia quien los llevo hasta ahí (sus electores) https://t.co/4GnN5QJ55M",613e79a2ce63935b7d6526c8
1631475381000,Elpidio Bárcenas Torres,81998832,1437138026933723139,und,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Sc2Alejandro @ManuelVegaMX @SEDENAmx @GobiernoMX @hacienda_mx @FGRMexico @SFP_mx @Mx_Diputados @HijasHijosMx @TlalpanAl https://t.co/K26f3qdWmp,613e79a2ce63935b7d6526c9
1631474393000,Reina Madrigal,452255936,1437133883309375494,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@suecallejas @BancadaCyan Gracias Diputados.también pedimos que se nos aga fácil sacar nuestra identidad por favor,613e79a2ce63935b7d6526ca
1631474222000,DaveNoticias,972120376087113728,1437133169157885959,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DavidMonrealA , rindió protesta como gobernador del #Estado de #Zacatecas; en el acto protocolario que se desarrolló en el Palacio de #Convenciones, que fue la sede oficial que declararon los diputados para celebrar la sesión y realizar el acto solemne. https://t.co/THF7Qe7LjO",613e79a2ce63935b7d6526cb
1631474164000,Roberto Carlos Cota R.,136059785,1437132925649268738,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AdrianLopezMX @QuirinoOC @PRISinaloa_ Los diputados pluris electos no pueden hablar mal del que les regaló esa posición Igual de vendidos que el mismo desgobernador al mismo que se le regaló la posición la elección anterior a esta.,613e79a2ce63935b7d6526cc
1631473185000,Ma Eugenia Reyna,3180645762,1437128819773779974,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Mx_Diputados Saludos. Esos ""vendedores, ropavejeros, gritones en las calles, son maleantes disfrazados, peinan calles, negocios, casas, son los extorsionadores, ladrones, y ustedes les permiten q nos dañen!",613e79a2ce63935b7d6526cd
1631484219000,ed 7400,474671796,1437175100026064902,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gustavo_srcc @analia_olivera @VivianaaFerrari Arman las listas como el culo, ponen a paracaidistas, no nos escuchan, pero la culpa es nuestra...",613e7ae4ce63935b7d6526cf
1631483006000,Manuel (Crack) Cruz,1276391778816593920,1437170012494700546,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Listas las alineaciones del primer partido del domingo.
Pumas y Chivas protagonisan hoy el ""Derby de Canteras"" en donde ambos buscarán ganar; por su parte ""Los del Pedregal"" buscan salir de las posiciones bajas de la tabla y el ""Rebaño Sagrado"" salvar a su DT.
#Apertura2021 https://t.co/AYcb9aOYy8",613e7ae4ce63935b7d6526d0
1631482924000,JOSE A GUERRERO,546401615,1437169668628926467,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dentro de las prioridades de la ley están los jóvenes También tienen artículo constitucional Instituciones para formarlos están listas Basta solo efectivizar esos derechos y cumplida esa parte https://t.co/S6UyRlrqhb,613e7ae4ce63935b7d6526d1
1631479911000,POR SIEMPRE BITA✨ 💙+💙,166276984,1437157028410142721,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MARCELOFAVAOK Schiaretti se los da con ambas listas....no hay problemas,613e7ae4ce63935b7d6526d2
1631476497000,Cuchi Laino,158814272,1437142709538631684,es,0,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Y… ya votaron? Listas para entrar al cuarto oscuro @jesyfuxeden @turkishnotdead en Cuarto Oscuro https://t.co/iUhonk572E,613e7ae4ce63935b7d6526d3
1631484629000,@LaAbuelaDeHierro,1332871483224416257,1437176816540831753,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AndreaVictori1 @VeronicaWelkner @joseantoniokast Si, votaremos por Kast es la única solución que nos queda, los otros son candidatos populistas que prometen y no van a cumplir.",613e7ae4ce63935b7d6526d4
1631484404000,Liliana Calle🇦🇷,3319028931,1437175874542002185,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","⚠️ Esto es así ⚠️
Hay que esperar porque en cada lugar del País queda 1 ganador de JxC y los otros candidatos se suman!!! https://t.co/h355x5Deut",613e7ae4ce63935b7d6526d5
1631484020000,Republicano,32152451,1437174262922625026,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BonelliOK @mauriciomacri @ljuez @rodrigodeloredo @marioraulnegri Y los candidatos de Cristina y Alberto como salieron en Córdoba? Pedazo de sorete.,613e7ae4ce63935b7d6526d6
1631484010000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437174220522459140,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@El_Fachocola Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.

🙄",613e7ae4ce63935b7d6526d7
1631483713000,Renato Francisco Montezano,1106693870090358784,1437172976814809096,pt,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tabataamaralsp Tipo assim.o eleitor conservador até aceita perder poder aquisitivo ..mas quer liberdade para falar de seus valores e de liberdade. O erro de todos os candidatos...precoces, aliás...ninguém defender a Liberdade e dizer que setores conservadores são calados. Do Bolsonaro fala. Abs",613e7ae4ce63935b7d6526d8
1631483556000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437172318808199174,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mediabanco Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.

🤔",613e7ae4ce63935b7d6526d9
1631483524000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437172183088963586,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@VGaticaM @JudithRose61 @mediabanco @chahuan @leoromerosaez @desbordes Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.",613e7ae4ce63935b7d6526da
1631483320000,sncolomvt,804424725854306304,1437171325609590790,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BonelliOK @mauriciomacri @ljuez @rodrigodeloredo @marioraulnegri No te pongas tan contento, Marce. Quizás  no haya sido  los candidatos  de MM. Algún  día el karma se cobra tanto resentimiento",613e7ae4ce63935b7d6526db
1631483188000,danielita,330714837,1437170773261705222,es,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Definen candidatos las paso Sres. Dejen de tirar fruta, en noviembre es la posta.",613e7ae4ce63935b7d6526dc
1631482174000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437166521172824069,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@abalosfelipe @maca_santelices @CMerituatona @joseantoniokast @PRChile Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.",613e7ae4ce63935b7d6526dd
1631482144000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437166396857847811,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@maca_santelices @joseantoniokast Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo...",613e7ae4ce63935b7d6526de
1631481855000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437165181763792904,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo... 🤔",613e7ae4ce63935b7d6526df
1630785102000,Ramón González,1231361026693705728,1434242789202616328,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@antipopulista Y quién los presentaron cómo excelentísimas personas precidenciales,duhalde, peronista también ex presidente ,y del partido peronista, justicialista, cómo usd quieran llamarlo,todo un corrupto, asesino, ladrón !!!!",613e7ae4ce63935b7d6526e0
1631484337000,Leandro,550648881,1437175591778803718,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qué tolosa saque más votos que santili no significa que hayan ganado.
 Lo que hay que ver es que pierdan diputados y senadores
#PASO2021",613e7ae4ce63935b7d6526e1
1631484024000,Jorgeport,1011715083519627265,1437174281843138561,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Chinita_Lohan @romeoauerbach @AlexiaRivasG1 @RebecaSantosNI @chamaguaJR Exacto el pasaporte es suficiente para ejercer el sufragio, tal como lo hacen otros países, para que el voto sea mas expedito y fácil en el exterior, ya que muchos no cuentan con DUI; pero esta en manos de nuestros diputados.",613e7ae4ce63935b7d6526e2
1631483808000,𝕽𝖔𝖇𝖊𝖗𝖙𝖔 𝕭𝖊𝖟𝖟𝖆𝖙𝖔 (𝖍),164287753,1437173374933942272,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@FuriaPirata Estimado creo que al Senador lo perdieron... Lo importante es que peligra la banca de diputados que tendrían que renovar.,613e7ae4ce63935b7d6526e3
1631483664000,Legisladorxs de TOD☀S CABA,1265338969937543169,1437172768609644548,und,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#LaVidaQueQueremos 🇦🇷☀️
@mariarosamuinos 👇 https://t.co/EC8v6StSxR",613e7ae4ce63935b7d6526e4
1631483642000,Legisladorxs de TOD☀S CABA,1265338969937543169,1437172679853887496,und,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#LaVidaQueQueremos 🇦🇷☀️
@mbarroetavena 👇 https://t.co/uTBhN8W6q9",613e7ae4ce63935b7d6526e5
1631481844000,Emy,1150640572752900096,1437165137790750731,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/XOMitGJ1gE.. Mentira.. Queremos el 10xciento porq son nuestros ahorros ahora.. A uds q les importa si tienen en sus bolsillos con suculento sueldo.. Y los Cesantes q???,613e7ae4ce63935b7d6526e6
1631481244000,Legisladorxs de TOD☀S CABA,1265338969937543169,1437162619484446726,und,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#LaVidaQueQueremos 🇦🇷☀️
@lauravelascook 👇 https://t.co/xfeCWDPR4Y",613e7ae4ce63935b7d6526e7
1631481120000,Legisladorxs de TOD☀S CABA,1265338969937543169,1437162098107236353,und,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#LaVidaQueQueremos 🇦🇷☀️
@jmvaldesre 👇 https://t.co/9Og7fuMBlL",613e7ae4ce63935b7d6526e8
1631480929000,Paloma Marquez,1275919055237664769,1437161299511844868,und,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mariseka @jjcc_chile @carmen_hertz @PCdeChile @Diputados_PC @KarolCariola @PC_SanBernardo @MemorialdePaine @gteillier @WladimirBolton @EquipoMarisela 🌹🌹🌹,613e7ae4ce63935b7d6526e9
1631479406000,Chapis-Recargada,465165042,1437154910269853701,es,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","En el gobierno de @lopezobrador_ y su compinche @HLGatell te tienes q amparar para vacunar a Menores d 18 mientras q a Nicaragua le mandan 400,000 Vacunas 
Esta es la 4T
#SerCandilesDeCalle?
Los obligaremos a punta d amparos? 
@senadomexicano 
@Mx_Diputados 
Están de adorno ? https://t.co/yu9zFBS8wU",613e7ae4ce63935b7d6526ea
1631485240000,ÑaÑa 🌵💚,779270418,1437179381168943110,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tensión entre los fiscales del FdT, llevan 9 listas en concejales y no se deciden cómo contar los votos",613e7e05ce63935b7d6526ec
1631485148000,Adrianzinho,75487965,1437178993686597634,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Todos los que ya tenían listas sus felicitaciones para Novak Djokovic pueden irlas guardando. El serbio hoy va a conocer el término “cruzazulear”
😕",613e7e05ce63935b7d6526ed
1631485070000,Milkita,87506821,1437178668351213577,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Compras listas del 18 porque después filas y se acaba todo 😌🙆🏽‍♀️,613e7e05ce63935b7d6526ee
1631484931000,POR SIEMPRE BITA✨ 💙+💙,166276984,1437178083614863366,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MarielMer1 Un detalle:.... Fíjate quiénes son las cabezas de listas de Schiaretti, qué van a votar ...

Solo cambian de nombre , no el voto en las Cámaras...😑 https://t.co/1DvBtUJA5A",613e7e05ce63935b7d6526ef
1631484219000,ed 7400,474671796,1437175100026064902,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gustavo_srcc @analia_olivera @VivianaaFerrari Arman las listas como el culo, ponen a paracaidistas, no nos escuchan, pero la culpa es nuestra...",613e7e05ce63935b7d6526f0
1631483625000,Palo y a la Bolsa.,328603848,1437172605690257410,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GFrondizi Es muy temprano, se manejan datos totalmente en opuestos tbm, a esta hora. LISTAS JXC  (2) 39%
LISRA FDT 38%.",613e7e05ce63935b7d6526f1
1631483006000,Manuel (Crack) Cruz,1276391778816593920,1437170012494700546,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Listas las alineaciones del primer partido del domingo.
Pumas y Chivas protagonisan hoy el ""Derby de Canteras"" en donde ambos buscarán ganar; por su parte ""Los del Pedregal"" buscan salir de las posiciones bajas de la tabla y el ""Rebaño Sagrado"" salvar a su DT.
#Apertura2021 https://t.co/AYcb9aOYy8",613e7e05ce63935b7d6526f2
1631482924000,JOSE A GUERRERO,546401615,1437169668628926467,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dentro de las prioridades de la ley están los jóvenes También tienen artículo constitucional Instituciones para formarlos están listas Basta solo efectivizar esos derechos y cumplida esa parte https://t.co/S6UyRlrqhb,613e7e05ce63935b7d6526f3
1631479911000,POR SIEMPRE BITA✨ 💙+💙,166276984,1437157028410142721,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MARCELOFAVAOK Schiaretti se los da con ambas listas....no hay problemas,613e7e05ce63935b7d6526f4
1631477403000,Nano,200566302,1437146508932128773,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Demasiadas listas zurdas...así estamos,613e7e05ce63935b7d6526f5
1631477208000,Hugo Matteri 🌴☀🌴,197133329,1437145693345492993,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@die_quema Acá votamos senadores y diputados nacionales, y concejales.
Todos de JxC, pero de listas distintas en la interna.
Hay que votar por los amigos",613e7e05ce63935b7d6526f6
1631476497000,Cuchi Laino,158814272,1437142709538631684,es,0,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Y… ya votaron? Listas para entrar al cuarto oscuro @jesyfuxeden @turkishnotdead en Cuarto Oscuro https://t.co/iUhonk572E,613e7e05ce63935b7d6526f7
1631485346000,#GMA💙,141337897,1437179823672156163,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A ver: no pierden los candidatos de Macri. Pierden candidatos que nunca debieron presentarse. Que Larreta no se suba al pony porque NUNCA lo voy a votar. No importa quién esté del otro lado. #BASTA,613e7e05ce63935b7d6526f8
1631485077000,Francisco Lobo,1027113117338271744,1437178699024060416,pt,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@solsimao @ZCarlos10667791 @aguedescartoon Se o “povo” ainda não definiu o candidato a terceira via ok, mas  esses serão os possíveis candidatos vai sair daí e não muda o fato ! 

O “povo” poderia muito bem@ir às ruas pra mostrar a insatisfação .",613e7e05ce63935b7d6526f9
1631484638000,PJ Apure Oficial,779893284407799808,1437176857103933445,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Achaguas recibió al Dr @luislippa y José Santana (farra) y escucho el mensaje de UNIDAD Y CAMBIO de los candidatos de la plataforma unitaria y la lucha que se promueve para el #21N 

#VamoTodos 
#VamosConTodo 
@activismopj https://t.co/M3irmTZzKw",613e7e05ce63935b7d6526fa
1631484404000,Liliana Calle🇦🇷,3319028931,1437175874542002185,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","⚠️ Esto es así ⚠️
Hay que esperar porque en cada lugar del País queda 1 ganador de JxC y los otros candidatos se suman!!! https://t.co/h355x5Deut",613e7e05ce63935b7d6526fb
1631484010000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437174220522459140,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@El_Fachocola Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.

🙄",613e7e05ce63935b7d6526fc
1631483556000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437172318808199174,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mediabanco Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.

🤔",613e7e05ce63935b7d6526fd
1631483524000,PANTERA 🇨🇱 🇨🇱 🇨🇱,70878608,1437172183088963586,es,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@VGaticaM @JudithRose61 @mediabanco @chahuan @leoromerosaez @desbordes Todos los partidos políticos son matones, no sólo RN. En TODOS los partidos políticos se pasa al Consejo Político para expulsar a quienes apoyen a otros candidatos que no sean los de ese partido.
Yo nunca más estaría en un partido político, justamente por ese mismo motivo.",613e7e05ce63935b7d6526fe
1631483320000,sncolomvt,804424725854306304,1437171325609590790,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BonelliOK @mauriciomacri @ljuez @rodrigodeloredo @marioraulnegri No te pongas tan contento, Marce. Quizás  no haya sido  los candidatos  de MM. Algún  día el karma se cobra tanto resentimiento",613e7e05ce63935b7d6526ff
1631483188000,danielita,330714837,1437170773261705222,es,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Definen candidatos las paso Sres. Dejen de tirar fruta, en noviembre es la posta.",613e7e05ce63935b7d652700
1631482838000,Carlos Montiel,396890536,1437169306958237696,es,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Excelente el equipo @partidoUNT del municipio Ribas juntos a sus candidatos a concejales Williams escalona y gustavo Mujica, en la parroquia zuata, en casa x casa llevando el mensaje de ntra candidata alcalde @karinsalanova rumbo a las elecciones 21N...Karin es garantia de unidad https://t.co/Cz65O5y80G",613e7e05ce63935b7d652701
1631482615000,Félix A. Mateo  S.,1017646742,1437168371225747461,es,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Patriota_RD Aparentemente ganará el pueblo, los del PRM al PLD y los de la DEA al PRM! De seguir así habrá mejores candidatos para el 2024.",613e7e05ce63935b7d652702
1630785102000,Ramón González,1231361026693705728,1434242789202616328,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@antipopulista Y quién los presentaron cómo excelentísimas personas precidenciales,duhalde, peronista también ex presidente ,y del partido peronista, justicialista, cómo usd quieran llamarlo,todo un corrupto, asesino, ladrón !!!!",613e7e05ce63935b7d652703
1631485137000,Fabian fernandez,1339077552925708288,1437178949885472771,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@p_justicialista @Diputados_Todos @FrenteDeTodos @alferdez @CFKArgentina @CasaRosada @Senadores_Todos @GobDeLaRioja  fotos a las planillas y telegramas  @QuintelaRicardo,613e7e05ce63935b7d652704
1631484663000,Chapis-Recargada,465165042,1437176962473156619,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ecuador VACUNANDO A menores d 18 años y  México @HLGatell y @lopezobrador_ NINGUNEANDO Vacunas pero Regalándolas a Nicaragua Haití  @senadomexicano @Mx_Diputados solo legislan sus intereses?
Se Vacunaran a Niños a punta d Amparos? 
O esperarán batir récord en + muertos x Covid? https://t.co/i3bBredjvr",613e7e05ce63935b7d652705
1631483824000,Maria Correa,541217064,1437173439463297037,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IvanDuque Escalamiento de una bellaqueria
1.Pacto de Ciénaga 
2.Saboteo 32 proyectos diputados mag. 
3.Amenaza de muerte por el Clan del Golfo.
4.Desconocimiento cómplice del gobierno Nal, ante las amenazas.
5.""Pacto Funcional"" zona Bananera
@carlosecaicedo @ticopineda @Coljuristas",613e7e05ce63935b7d652706
1631483808000,𝕽𝖔𝖇𝖊𝖗𝖙𝖔 𝕭𝖊𝖟𝖟𝖆𝖙𝖔 (𝖍),164287753,1437173374933942272,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@FuriaPirata Estimado creo que al Senador lo perdieron... Lo importante es que peligra la banca de diputados que tendrían que renovar.,613e7e05ce63935b7d652707
1631483101000,Eulalia Pérez,1185731069926166530,1437170407988203523,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Buen,  los nuevos diputados del PRM desfilarán por el MP👇 https://t.co/rV1alWXAw0",613e7e05ce63935b7d652708
1631481844000,Emy,1150640572752900096,1437165137790750731,es,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/XOMitGJ1gE.. Mentira.. Queremos el 10xciento porq son nuestros ahorros ahora.. A uds q les importa si tienen en sus bolsillos con suculento sueldo.. Y los Cesantes q???,613e7e05ce63935b7d652709
